source,target,weight
34130,17678,0
35714,20472,2
19161,20474,0
35716,20472,3
29587,20485,1
35718,20469,3
35718,20442,0
924,20471,0
24011,20125,0
24011,20084,0
836,20493,2
14588,20491,0
27114,19025,2
35679,18572,0
836,20506,2
35656,20505,0
35764,15032,3
34130,20507,1
30212,20504,1
33812,20499,0
19161,20520,0
1330,20521,1
1330,20511,0
33338,13216,1
33738,20511,1
30464,20522,1
35718,19805,0
14588,17036,0
836,20535,6
35807,11467,0
27983,20430,1
35817,20548,3
1330,20546,1
1330,20543,2
35541,20547,1
35718,20541,6
34153,20525,1
27114,20555,1
25426,20308,2
35795,8129,-1
35718,20546,2
8560,20536,2
35718,9222,0
29217,20554,1
14904,20573,2
6648,20582,3
35718,20593,1
6477,20594,1
33922,20604,8
29575,20601,2
29575,20587,2
17538,21618,1
24000,21610,3
24885,21622,1
24885,21625,0
24885,21627,0
24885,21629,2
24885,21632,5
35541,21632,0
35541,21629,0
35718,17850,0
36971,21638,1
33922,21645,1
15527,20572,1
37002,761,0
32650,10612,0
33701,21668,0
23708,20572,2
23708,17479,0
17538,21666,0
37022,21678,1
33701,21676,0
29217,21677,0
1330,12498,1
1330,21679,3
37086,19840,0
33701,21655,0
37088,17830,0
37088,9762,0
23305,21693,2
37096,11091,0
9123,21701,0
35549,21701,0
35549,10529,1
37108,12237,-1
37109,21707,1
19161,21720,1
1330,12384,0
21,21719,0
31434,21722,0
1330,11975,1
6648,21716,0
381,21729,2
24593,21722,1
24409,21733,0
35902,19947,-1
24409,21744,0
24895,19947,1
33812,21743,2
30212,21749,3
37184,21749,6
1330,21748,1
1330,15477,0
29217,21758,0
33020,21760,1
26239,6789,1
35902,21742,2
35902,21769,0
35541,21765,1
22012,19747,0
33922,21780,5
15527,21782,1
37258,18000,1
37258,21788,1
37262,19987,1
37268,11589,3
35541,21795,2
37280,17227,1
8560,21780,2
8560,20045,1
3546,21810,2
14588,21806,0
37331,19211,0
30212,21828,3
32805,21828,0
836,21821,0
30212,21832,0
34130,21650,1
27983,21794,0
37345,21810,2
37330,21809,0
1330,21840,2
37345,19490,2
15527,21849,0
37371,16843,0
8820,410,2
37109,21866,1
32805,21809,0
37330,21872,0
37330,21870,0
29587,21877,0
12473,11077,0
29587,21870,0
836,21871,1
35541,21883,2
33603,21877,1
35541,21889,2
836,21887,2
30212,21895,0
33137,21902,1
37447,10165,0
37453,21902,6
5041,21800,1
28175,21902,0
35650,20451,0
6648,21863,0
37109,21918,4
924,21719,2
16024,9865,0
31599,21900,0
18626,20529,1
37330,21934,1
26961,20143,1
8878,21919,2
18465,21934,0
23305,21929,4
23305,21942,3
16853,21828,2
836,21955,2
1330,20495,0
1330,16766,0
23305,21954,2
29805,21973,1
1426,21650,1
26121,5226,2
29805,21982,0
2968,21980,0
836,21966,1
1330,21988,0
1330,5427,0
1330,10219,1
35420,20587,0
35541,21994,3
37495,21986,0
25742,21994,0
25742,13059,0
34110,20117,2
37596,22008,1
2454,21945,0
924,21919,0
381,22004,1
27983,22020,0
17290,22024,1
27983,19546,2
37629,22026,1
14588,19527,0
35713,22021,0
30212,22021,2
37630,11024,6
33646,22014,1
1426,22037,0
33646,22026,1
30360,21902,1
32280,21963,3
13833,22050,1
13833,22036,1
37330,22023,0
27983,22055,2
16024,22059,0
37666,22023,0
1085,22023,2
2433,18750,1
31599,18750,0
2433,22059,1
2433,22050,1
14675,22070,1
30964,22072,2
23305,22050,1
14675,22075,2
836,21896,4
37698,18890,0
14904,22094,1
37109,22093,3
30964,22093,6
8878,22051,1
36971,18802,1
35541,22101,1
20492,20587,1
30928,22103,1
37720,22047,0
106,22000,2
23305,22087,0
1330,22088,0
14675,22117,3
24593,22089,1
17538,22073,2
37752,22118,6
30536,12872,1
8820,22118,3
30212,22138,1
14904,22140,0
14675,22140,0
33429,20597,0
37771,22145,5
37626,22145,4
106,22143,1
1330,22137,4
14904,22153,3
2576,22168,1
8432,22145,1
836,22173,1
14904,22177,1
37548,22175,1
34165,22174,1
37830,9819,0
8041,20372,0
37794,22194,2
23305,22194,2
17290,22193,2
836,22205,4
17290,22195,1
37548,22199,3
11097,22191,1
836,22212,4
37899,5706,2
37915,13465,1
14904,22215,1
30964,22228,2
13833,22233,3
21,22234,2
33738,17254,0
35930,22228,1
32697,22153,0
14904,22246,1
1330,15732,0
1330,17804,0
37942,9758,0
36971,22255,2
32697,22250,3
37952,22250,3
26961,16323,0
12942,22269,1
20492,22266,6
14675,22271,2
1330,15085,1
836,22181,1
10345,22281,1
28716,22286,3
18418,22199,1
18418,21713,1
18418,20452,0
18418,20407,1
38014,17513,0
1330,22307,1
2841,22179,1
38032,9850,2
28556,22264,1
28474,22292,1
28474,22281,0
25504,17471,0
2932,22324,5
836,22314,0
836,22260,3
17959,22335,0
14675,22335,44
32697,22335,6
38086,22335,2
37827,22170,1
23402,22343,2
38098,22335,4
30107,22342,1
38096,22342,2
30107,22327,0
38105,22348,3
2932,22340,3
38110,22348,1
2932,22302,1
38112,22355,0
38118,22335,2
24593,22290,1
29575,22337,6
8820,22335,11
37809,22355,0
29157,19647,2
38142,9175,0
2576,22371,1
8878,22371,0
34165,9175,0
1330,12168,1
33338,22387,3
38177,22335,3
381,22408,1
33980,22409,0
836,22407,1
1330,22414,3
29575,22416,2
8754,22335,3
18418,19801,0
18418,19760,1
18418,19654,0
1330,19521,2
1330,16603,1
8501,12253,1
14904,22395,0
8878,22438,1
34165,22441,0
35541,22442,1
38261,8657,1
30212,22430,0
8819,22442,0
32402,22405,0
14517,22456,1
20492,22442,0
38291,22453,2
35596,22016,1
14904,22457,1
21,22470,2
836,22470,3
34165,22453,0
471,22247,1
27114,22299,4
381,22496,3
37330,22494,0
38355,22494,0
38355,22465,0
38355,22395,1
1029,128,0
1029,22301,1
38355,20329,0
1029,22465,0
1330,20012,0
1330,22128,1
30212,22513,1
38371,6546,0
38379,22519,1
33922,22481,0
2932,22523,2
38379,22522,7
33980,22523,0
26700,19704,0
34028,22488,1
11061,20586,1
38400,326,0
37059,9131,0
33466,22537,0
29392,21650,3
34028,22551,2
34028,22553,2
38439,22544,2
924,22550,0
20372,13894,1
38419,22564,1
28685,22565,0
30212,22575,0
17208,22572,2
38470,12886,-1
38355,22581,0
38355,22583,0
34028,22593,0
1085,10005,0
29392,22587,-2
38183,869,0
1330,22568,2
18418,22613,1
38339,22494,1
11097,22545,4
38339,19124,0
38339,22616,1
38339,22598,0
38339,22560,1
8820,22613,0
6391,22574,1
1330,22630,1
9123,22638,1
924,22565,0
31086,22644,3
16024,22644,3
16024,22627,3
31086,22643,0
30212,22650,0
38096,22638,3
8995,8625,2
1330,22662,1
38419,22667,0
38355,18752,1
37808,22665,0
20372,22661,1
38320,21820,0
14588,18752,0
38583,22624,1
21,22678,1
15850,22632,0
38379,22684,1
34028,22687,2
20372,22679,1
2723,22683,1
33738,22639,1
836,22702,1
38419,22699,3
17208,22709,2
17208,22703,7
34028,22716,0
1330,22707,1
30921,15509,0
38663,128,4
6550,22709,1
836,22733,1
38674,22733,0
32762,20031,0
32637,21952,0
38355,22740,3
38657,22740,3
38355,22710,1
31086,22643,0
38695,22740,2
38692,22740,2
1330,22737,1
33922,22715,2
38704,15892,2
1330,5725,1
33922,22658,0
32762,5725,0
38657,22760,3
38736,16318,1
38735,16797,2
30964,22765,1
23305,22750,0
14904,22776,2
836,22766,2
836,22773,3
30107,22771,1
30107,22759,0
34033,22782,3
1154,20143,1
836,16689,0
381,22797,1
18513,21719,0
18513,22795,1
38815,22795,3
14904,22807,0
38818,22795,2
38657,22814,1
1330,22813,2
26243,22811,1
37924,22762,1
37924,11024,0
37924,20213,0
34130,22831,1
17290,22828,5
14588,21982,0
38355,22832,0
30212,22825,3
2932,22058,0
38732,16247,1
20429,22831,1
836,22830,2
14675,22838,0
38884,22796,2
38887,22825,3
38887,22819,0
38887,22816,1
38887,22813,0
38887,22805,0
38892,22859,1
924,22828,3
14904,22863,1
38901,19541,0
37626,22616,3
38887,22828,2
33922,22874,1
27586,19541,0
35809,22888,1
35809,22884,0
17290,18890,0
14684,15075,1
108,20283,0
33812,22897,0
13748,22897,0
1330,22873,0
1330,22901,0
1330,22899,1
39007,22899,2
924,22795,0
33025,22795,2
38903,22871,1
30107,22916,1
39052,19370,3
8820,16416,-1
2515,10188,2
39071,22931,0
18418,22690,1
14588,13744,0
836,22945,2
1330,22881,0
1330,22536,3
30212,22945,1
381,22952,2
381,22944,1
39107,14999,0
39110,19681,1
39112,22962,1
33922,22960,0
17290,14999,0
836,22970,0
13748,22974,1
39112,22957,1
39160,10322,3
843,22690,0
33812,22968,1
39189,22731,2
836,22994,4
33812,22731,0
1330,23003,0
39208,23003,3
39218,19748,0
381,23014,1
39234,20033,2
14904,23020,3
14904,23017,3
39237,20415,1
28915,12343,0
8370,23018,2
38917,15148,1
28038,23017,1
39253,20054,2
34153,23037,1
34153,23016,1
34153,18934,1
39253,19614,2
14904,23043,0
34269,23036,2
39274,19357,0
17290,10856,0
17290,19357,1
38887,17382,1
38887,23059,0
38887,23050,0
9657,23055,2
39302,22939,1
39308,15056,3
39311,18848,2
381,23072,1
38887,23029,4
38887,23038,0
38887,22991,2
38887,22998,1
39319,23075,1
2515,20471,0
39328,22605,1
2515,130,0
2515,61,1
924,23017,1
2515,14187,1
27122,20165,2
27122,9909,1
27122,11852,1
27122,11042,0
27122,10127,0
27122,12443,0
836,23105,1
14904,23075,1
29217,23112,0
26173,13461,2
23708,23119,0
924,23123,1
924,23115,0
836,23124,1
836,23136,3
24895,23143,1
33600,23132,4
39442,761,2
15527,23146,1
35596,12532,2
381,23150,1
29644,12532,0
836,23156,1
30212,23165,0
30212,23164,1
13748,22430,1
18249,23129,4
9299,22536,2
1330,23158,1
1330,22984,0
1330,22306,0
1330,22301,1
39007,23183,4
2515,23183,7
13748,23185,1
34028,23185,0
39234,23165,0
39488,14222,0
39488,5893,1
39508,23066,1
30212,23202,1
39508,23202,0
24895,23201,1
39508,23196,1
31086,23213,4
381,23213,2
1330,6612,1
1330,10028,1
836,23211,3
20492,23221,1
16338,17776,1
2515,23219,3
39538,23202,0
33738,22981,1
39508,23230,5
1330,23236,0
836,23193,2
13748,23254,4
836,23254,0
836,23257,0
21,23250,1
38892,23262,2
8820,23254,0
30567,23264,1
39624,23245,1
18903,23259,2
29575,23264,7
924,23165,0
18249,23276,0
3410,23268,0
13727,23262,1
30212,23286,1
11080,23287,1
11080,23285,1
38657,23287,3
10216,23277,0
836,23291,1
381,23069,1
14675,23309,2
18574,23306,2
39640,23276,0
836,23309,1
37330,23297,0
4868,23313,1
39663,23326,1
39663,23322,1
39708,6107,1
30212,23323,1
836,23334,0
39722,15553,0
23759,9134,3
33237,23338,2
2515,23338,3
836,23344,1
39653,23268,2
9123,23341,4
27983,23350,1
39757,16219,0
38145,22136,3
38145,23268,0
37626,6908,0
27983,23362,2
31188,17294,0
39716,20340,1
39513,10000,0
25104,23341,1
17538,23378,6
38145,326,1
14904,23384,3
29217,23383,1
1330,23382,2
924,23354,1
39513,23383,2
39811,19124,1
843,9249,1
39815,8941,2
836,23317,0
38145,19124,2
38145,155,2
38145,410,1
14913,23411,4
38145,23411,3
30212,23392,0
39845,23341,2
39845,23416,1
15527,23388,1
19161,23423,1
9123,23427,3
12942,23430,5
18375,23429,4
30392,16584,0
836,23443,1
13727,23378,1
39918,23445,1
17959,23449,0
39920,14474,0
39853,2618,0
14675,23457,1
39198,23461,3
836,23462,2
29026,23233,1
30212,23432,1
10216,23472,2
39814,23402,0
16220,23427,0
836,23477,0
18375,23481,1
39963,17710,4
12942,23489,4
30212,23498,1
18375,23493,5
30212,23491,1
12942,23491,1
30712,23484,0
836,23510,0
1330,23513,1
14904,23516,1
10216,17710,0
10216,23521,1
19212,23504,1
30107,23492,0
30107,23517,0
14904,23531,1
14904,23535,2
8370,23540,2
8370,23534,0
836,23486,2
12942,23534,1
12942,23538,0
30542,23475,0
16647,6107,2
4868,23504,0
21608,23553,1
38145,21982,1
30107,23539,0
836,23565,2
25157,19765,0
13748,23571,1
30212,23572,0
9123,23519,-1
25157,8460,1
27038,22387,3
40058,22303,3
30212,23554,1
40002,23509,1
12942,23577,1
2515,22037,0
33812,23591,0
9123,23593,1
40166,23595,2
9123,23600,1
16487,23600,1
30107,23607,2
18375,20271,1
40184,12830,3
24885,23618,0
39547,23586,1
38892,23623,1
13727,23613,1
40210,13461,1
32745,23614,4
21608,23638,4
34028,23639,0
10216,23642,0
32762,19099,1
25157,23523,1
40235,10558,1
836,23648,2
30212,23651,2
30107,23616,0
33812,23657,1
12942,22828,3
37059,23634,0
39820,10898,3
40147,4957,0
40285,23674,1
8820,23614,2
23305,23666,4
20492,23668,1
40296,17767,1
26562,23671,0
40270,23662,2
28780,23685,1
36977,23687,1
14675,23692,3
836,23690,1
40285,23697,0
33812,23703,1
34130,22781,1
14904,22781,1
14904,23709,1
40378,23713,0
12942,20421,0
12942,23706,0
18722,23713,1
40385,23706,0
40385,23651,1
1330,23651,0
40391,23726,1
21433,23729,1
40399,6513,1
40384,23734,3
39934,20403,2
40407,23740,1
40407,23739,2
14675,23739,6
15946,23745,0
40413,23615,2
40415,5178,0
14675,23750,2
40424,23728,-1
40400,23754,3
21608,23757,1
40443,23713,-1
28780,23764,0
1077,23761,2
40453,23761,2
30107,23774,1
40457,16921,2
33812,23774,0
471,23774,5
18434,22491,0
18434,12077,0
39081,23652,0
13748,23789,6
40331,23796,2
38887,10339,1
30335,23783,1
8660,12830,1
381,23812,1
13736,23812,1
836,23820,1
39234,23793,0
39234,23591,0
8878,23814,0
14675,20505,1
14675,23832,1
13748,23831,4
836,23837,3
836,23844,2
40563,21759,3
924,23841,1
38892,23850,0
471,23806,1
14675,23848,3
26788,23793,1
26788,23803,0
1330,19782,2
39234,23862,0
40331,23803,0
40615,23728,4
20894,23696,2
33738,23868,2
30114,23884,0
38226,23881,2
40656,23881,0
14284,11118,9
13727,23898,3
14588,23872,1
40694,6964,3
38226,23894,1
40693,23894,1
40656,23736,1
30964,23796,0
21232,23906,0
16853,23789,13
30335,23912,2
1330,23736,1
31046,23911,2
14675,23911,3
40723,13966,1
381,23823,0
14675,23935,3
40331,23933,2
40760,14273,1
1330,23933,-1
40767,14273,1
23305,23901,1
924,23932,1
14675,23954,6
2932,17124,0
924,23872,0
38226,23966,2
836,23968,2
13748,23973,2
1424,23922,5
40818,19538,1
29575,23927,1
21608,23990,2
40851,21678,0
39934,23969,2
15250,17759,2
40871,17759,0
17538,24002,3
40857,23999,2
4766,11921,0
33812,24013,1
20372,21974,0
33812,24010,2
40857,24022,1
8752,23895,2
40899,23965,0
40857,24019,0
40905,17891,0
32860,24020,1
13727,24029,1
14904,24038,3
39234,24038,2
39234,24041,1
39234,22581,5
33812,24041,2
33812,24047,0
40942,10301,0
40853,22,0
40949,15989,0
33812,24054,1
33812,24061,1
10216,23890,1
9123,24072,1
836,24063,1
29801,24076,1
40767,13564,2
1330,24081,4
1330,24084,1
37376,24067,1
33812,24067,1
33812,24088,1
41024,10188,0
33812,24093,1
41029,24093,1
28328,24093,2
41031,24080,1
37376,11129,0
28328,1213,0
41004,24082,1
15250,24068,1
41047,23159,4
41051,18903,2
41058,24081,5
37626,24109,3
40693,23894,0
28713,24057,1
19161,24120,3
26562,24137,3
41109,14957,0
37626,24151,1
29781,24137,2
41096,17099,0
33812,24160,3
33812,24157,0
33812,24167,0
29781,24161,0
29575,24174,0
24162,24108,2
24162,24176,4
39234,24180,2
39513,24169,0
924,24054,1
41181,16704,1
41185,16422,1
33812,24190,0
13748,24193,2
27665,24194,1
41202,15882,0
3410,8213,1
36977,24167,5
40767,19976,1
41155,24179,0
39234,24213,2
14588,23596,0
39234,24214,1
14588,22643,0
13727,24189,1
201,16872,0
40767,17370,1
23495,24227,2
41240,24202,2
40457,22556,2
23495,24232,0
41254,24102,1
201,24243,3
201,24242,2
1029,24241,2
1029,24223,1
41240,24239,1
924,24203,4
201,23376,5
28175,24260,0
41034,21955,1
30754,24183,0
18434,24264,1
1029,24263,1
27665,24276,1
1029,24271,0
9420,24276,1
30982,24275,1
13727,24253,2
24162,24186,2
18434,24290,0
1029,24298,2
15412,24280,0
10169,4836,1
16853,24109,0
14675,24296,0
41204,24239,1
836,24319,1
37776,24312,3
41389,10844,0
29451,24328,1
24162,24324,4
29451,24323,0
29451,24303,1
29451,24320,1
29451,24315,2
26562,24335,1
26562,24339,3
41240,24320,1
33738,24000,0
18540,14984,2
24162,18840,0
41416,19895,3
41421,24327,-1
38892,24352,3
38892,24351,1
41240,24315,3
38472,22587,2
24162,23603,4
24818,24363,0
41446,20016,1
2511,24369,0
29781,23650,0
24593,24372,1
26562,24379,4
26562,24380,2
26562,24370,1
924,24379,1
18513,20275,0
13727,24392,5
836,24369,0
41482,16807,2
21608,24376,1
14904,24403,2
14904,24401,1
2511,24408,1
29451,24396,1
41509,5443,1
29451,24259,1
836,24414,2
29451,24421,1
25157,24352,1
33202,24401,0
41525,15524,2
41525,23400,1
41525,15694,1
41525,12721,1
41525,24403,0
41525,24275,0
41529,20019,0
41525,24425,1
39624,17299,0
39624,23100,0
21608,24426,1
924,24380,0
41525,24442,0
24162,24405,4
41539,17299,0
17208,24440,2
9518,24452,14
28175,24452,1
24162,24400,1
29451,24452,1
41571,24463,-1
26562,24459,2
41525,22037,0
41525,22047,1
41525,24449,1
41525,24469,1
41525,24417,0
40853,22828,2
29451,24480,1
41602,24483,1
9518,24482,0
38887,24479,1
38887,24452,4
38887,24466,0
41611,8286,1
38887,24392,2
38887,24379,0
38887,24408,1
26562,24494,2
41618,19241,0
41617,18154,0
33202,14524,1
23305,24503,1
40853,17927,-1
924,24502,1
8820,24484,2
14904,24510,0
836,24507,1
27665,24511,5
38887,24511,10
12341,2395,0
12341,24477,0
38887,17927,1
24162,6899,1
1424,23437,3
1424,24530,1
9518,24534,5
28175,24534,5
381,23437,2
41663,24511,1
21406,12883,0
41525,24500,1
41675,18042,0
41525,24474,2
41525,24330,0
41525,24550,1
40853,24549,1
1426,24552,0
41525,24560,0
1424,24552,1
14904,24565,2
14904,24570,3
14904,24571,1
21608,24557,0
836,24543,2
41705,13461,1
26562,24579,0
20572,24573,0
1330,24580,0
21024,24577,0
1330,24560,0
1330,24567,0
1330,19191,0
1330,24497,0
836,24592,4
41733,15032,2
836,24598,2
40853,13032,2
41752,24611,1
41491,24610,0
27962,24614,0
40853,24607,1
41764,989,0
38892,24620,3
24162,22968,0
24162,24615,1
24162,24599,0
24162,24595,0
9935,24609,4
38657,24637,0
28917,24637,0
41240,24637,0
38657,24644,4
38892,24631,1
20572,24644,2
41525,24644,2
20572,24637,0
41525,24643,1
33922,24633,1
29587,24651,1
14904,24656,1
4868,24658,0
40853,24651,1
40853,24610,0
40853,24615,1
13748,24657,0
27665,24660,0
21608,24660,0
41525,24670,0
41816,23489,2
29217,24609,0
26761,24670,0
8752,24690,2
24162,24583,0
27665,24685,0
836,24694,5
41843,20296,2
41847,24685,0
41847,24676,0
40853,24697,1
41854,24679,2
41854,24429,0
40853,24672,0
13727,24710,3
40853,24678,1
29587,24689,0
40853,24667,1
29217,24702,0
29451,24727,0
41886,24729,3
41886,24728,6
29451,24734,1
41886,24722,2
41525,24738,3
41525,24739,0
41525,24728,3
40853,24738,1
40853,24734,1
39845,18848,1
39845,24738,0
40853,697,0
40853,24727,0
40853,24725,1
41886,24740,0
38887,24723,2
40853,23591,0
8878,24750,0
24162,24759,1
24162,24766,0
24162,24765,1
24162,24690,0
41886,24752,4
29451,20245,0
41886,24764,1
41886,24760,5
29781,23814,3
23305,24787,1
40853,24786,2
41960,11962,1
41886,24780,2
41525,24794,3
40853,24752,0
40853,24760,0
41965,16318,1
201,19988,0
201,19774,1
29781,24232,0
20572,23850,0
40853,24804,1
24162,24804,1
40029,24725,0
41886,24818,1
20492,24794,1
41985,22853,2
24162,937,1
42002,24817,1
40853,24827,0
40853,24831,1
40853,24835,0
41886,24800,1
41886,24678,1
41886,24841,0
40853,24843,1
40853,24845,0
41525,24843,0
29781,24678,1
41525,24839,0
14904,24845,0
27613,24809,0
2932,24853,1
41886,24858,1
24162,8457,1
42042,23376,2
41886,24864,1
26243,24855,2
26243,24868,0
42044,20303,1
13335,24872,1
836,24875,0
40853,24880,2
14675,24878,9
40853,24882,1
13748,24876,2
17959,24889,-2
27665,24889,0
1330,24497,0
40853,24893,1
836,24896,1
40853,24896,0
42058,24889,0
2968,24607,0
42074,24843,1
40750,24905,1
40750,24906,1
40853,24905,1
40750,24867,0
40853,24867,0
41886,24915,0
40750,24893,0
24162,24907,3
836,24921,2
836,24928,1
924,24923,1
40750,24380,-2
39820,24854,0
41886,24937,1
13603,19346,2
2511,11404,0
20572,11314,0
40853,24929,0
26019,17191,0
9114,24937,0
42074,24719,0
42134,8869,0
42139,12554,1
41886,24950,1
924,24944,0
41525,24952,0
40853,24971,1
40853,24975,1
40853,24978,1
924,24971,1
40853,24949,0
14588,24978,1
2532,24983,0
41886,24987,4
14904,24990,0
40853,24989,0
40853,24998,0
41886,25000,0
32296,24998,2
40853,25005,0
8820,17079,0
16401,25004,0
42239,16174,0
16401,25005,0
27665,25015,2
23305,24987,2
10904,21676,0
20492,25011,1
41306,24872,0
836,25024,3
41886,25006,2
13603,11134,1
10975,24966,0
41886,25032,1
40853,25002,0
41728,25004,0
40853,25037,0
40853,25036,0
40853,24945,0
33183,24878,2
6550,25038,0
41366,24939,0
14904,25046,1
29064,25053,1
26243,25053,1
26243,25056,2
26243,14805,1
836,25062,5
14588,25056,1
29064,25071,1
8465,25073,3
28175,25081,0
42354,21758,0
42354,9815,0
42354,10328,0
42353,25051,0
1330,22725,4
40853,25090,0
42229,25056,0
836,25097,3
24162,24986,2
42385,23754,1
1330,25068,1
1330,25093,2
381,25108,3
1330,25080,1
1330,14282,0
1330,6030,0
11061,25099,0
42399,24909,1
13952,25108,7
29781,25118,2
42248,25122,0
27665,25124,0
40853,25126,2
40853,25104,1
42401,25130,1
1029,25126,0
42450,25121,1
28175,25082,1
27537,25124,0
14904,25141,0
42460,4980,0
39208,25122,0
14904,25127,1
14904,25029,2
24885,25152,0
30982,25148,1
40853,25139,0
42248,25082,0
108,25158,0
27537,25166,1
27537,25174,0
29064,25176,0
30507,25174,0
40182,25150,0
41886,25180,1
29781,25180,0
41728,25180,1
42518,25151,2
27665,25191,0
924,25188,0
40853,25195,2
40853,25198,2
20492,25184,1
41728,25195,2
836,25201,1
40853,25206,0
836,25209,1
381,25220,0
41886,25219,3
42593,6676,1
26243,25119,2
42595,16890,1
40853,25232,1
41728,25224,1
40853,25221,0
18626,25209,1
29959,25216,0
836,25231,0
26243,25242,1
14675,25241,2
42622,25252,0
14904,25253,2
34028,25252,0
42637,6508,2
28175,25267,0
28175,25268,1
20492,25266,1
42657,17624,1
42668,10179,1
14904,25282,1
28175,25276,0
41728,25281,1
42622,25276,1
42622,25281,1
20492,25281,1
25289,5737,0
13748,25289,1
836,25293,1
42688,19241,1
41728,25296,0
41728,25298,1
42515,25235,0
42696,9344,1
24593,25221,0
42657,25224,0
29781,21638,0
31582,25309,0
31582,24276,0
42712,24446,2
28175,25317,2
18626,25259,1
41728,25324,0
42756,15526,0
